Level,Name,Option,Coin Address,PopTracker Group,Logic,Easy Skip,Hard Skip,Insane Skip,Misc
Andy's Neighborhood,Andy's Neighborhood - Car Yard - Above Washing Machine - Coin,Coinsanity,0x0C77E8,Car Yard,Stomp and (Ledge Grab or Double Jump),Double Jump and Ledge Grab,,,
Andy's Neighborhood,Andy's Neighborhood - Car Yard - Cinderblocks - Coin,Coinsanity,0x0C7818,Car Yard,Stomp and Ledge Grab and Push,Double Jump and Ledge Grab,(always),,
Andy's Neighborhood,Andy's Neighborhood - Car Yard - Trash Can - Coin,Coinsanity,0x0C77F8,Car Yard,Stomp and Double Jump and Ledge Grab,Ledge Grab,,,
Andy's Neighborhood,Andy's Neighborhood - Pool Yard - Armchair Seat - Coin,Coinsanity,0x0C7478,Pool Yard,Double Jump,,,,
Andy's Neighborhood,Andy's Neighborhood - Pool Yard - Armchair Arm - Coin,Coinsanity,0x0C7488,Pool Yard,Double Jump,,,,
Andy's Neighborhood,Andy's Neighborhood - Pool Yard - NW Plant Stem - Coin,Coinsanity,0x0C7498,Pool Yard,Double Jump,,,,
Andy's Neighborhood,Andy's Neighborhood - Pool Yard - Top of NW Plant - Coin,Coinsanity,0x0C74A8,Pool Yard,Double Jump and Pole Climb,,,,
Andy's Neighborhood,Andy's Neighborhood - Pool Yard - Bouncing Zurg Robot #1 - Coin,Coinsanity,0x0C350A,Pool Yard,Double Jump and Pole Climb and (Laser or Spin or Stomp),,,,
Andy's Neighborhood,Andy's Neighborhood - Pool Yard - NE Plant Stem - Coin,Coinsanity,0x0C74F8,Pool Yard,Double Jump and Pole Climb,,,,
Andy's Neighborhood,Andy's Neighborhood - Pool Yard - Top of NE Plant - Coin,Coinsanity,0x0C7508,Pool Yard,Double Jump and Pole Climb,,,,
Andy's Neighborhood,Andy's Neighborhood - Pool Yard - Bouncing Zurg Robot #2 - Coin,Coinsanity,0x0C3472,Pool Yard,Double Jump and Pole Climb and (Laser or Spin or Stomp),,,,
Andy's Neighborhood,Andy's Neighborhood - Pool Yard - Stone Column - Coin,Coinsanity,0x0C7518,Pool Yard,Double Jump and Pole Climb,,,,
Andy's Neighborhood,Andy's Neighborhood - Pool Yard - SE Plant Stem - Coin,Coinsanity,0x0C7528,Pool Yard,Double Jump and Pole Climb,,,,
Andy's Neighborhood,Andy's Neighborhood - Pool Yard - Top of SE Plant - Coin,Coinsanity,0x0C7538,Pool Yard,Double Jump and Pole Climb,,,,
Andy's Neighborhood,Andy's Neighborhood - Pool Yard - Jump to Flagpoles - Coin,Coinsanity,0x0C7548,Pool Yard,Double Jump and Pole Climb,,,,
Andy's Neighborhood,Andy's Neighborhood - Pool Yard - 1st Flagpole - Coin,Coinsanity,0x0C7558,Pool Yard,Double Jump and Pole Climb,,,,
Andy's Neighborhood,Andy's Neighborhood - Pool Yard - 2nd Flagpole - Coin,Coinsanity,0x0C7568,Pool Yard,Double Jump and Pole Climb and Pole Vault,,,,
Andy's Neighborhood,Andy's Neighborhood - Pool Yard - 3rd Flagpole - Coin,Coinsanity,0x0C7578,Pool Yard,Double Jump and Pole Climb and Pole Vault,,Double Jump and Pole Climb and Ledge Grab,,
Andy's Neighborhood,Andy's Neighborhood - Pool Yard - Jump from Flagpoles - Coin,Coinsanity,0x0C7588,Pool Yard,Double Jump and Pole Climb and Pole Vault,,Double Jump and Pole Climb and Ledge Grab,,
Andy's Neighborhood,Andy's Neighborhood - Pool Yard - Giant Vase - Coin,Coinsanity,0x0C7598,Pool Yard,Double Jump and Pole Climb and Pole Vault,,Double Jump and Pole Climb and Ledge Grab,,
Andy's Neighborhood,Andy's Neighborhood - Pool Yard - Top of SW Plant - Coin,Coinsanity,0x0C75A8,Pool Yard,Double Jump and Pole Climb and Pole Vault,,Double Jump and Pole Climb and Ledge Grab,,
Andy's Neighborhood,Andy's Neighborhood - Pool Yard - Pool Surface #1 - Coin,Coinsanity,0x0C74B8,Pool Yard,Double Jump or Rocket Boots,,,,
Andy's Neighborhood,Andy's Neighborhood - Pool Yard - Pool Surface #4 - Coin,Coinsanity,0x0C74E8,Pool Yard,Double Jump or Rocket Boots,,,,
Andy's Neighborhood,Andy's Neighborhood - Central Hub - On Low Swing - Coin,Coinsanity,0x0C7828,Central Hub,Ledge Grab and Double Jump,,,,
Andy's Neighborhood,Andy's Neighborhood - Central Hub - On High Swing - Coin,Coinsanity,0x0C7858,Central Hub,Ledge Grab and Double Jump,,,,
Andy's Neighborhood,Andy's Neighborhood - Tree - Tire Swing Rope #1 - Coin,Coinsanity,0x0C7868,Tree,Ledge Grab and Double Jump,,,,
Andy's Neighborhood,Andy's Neighborhood - Tree - Tire Swing Rope #2 - Coin,Coinsanity,0x0C7878,Tree,Double Jump and Ledge Grab and Pole Climb,,,,
Andy's Neighborhood,Andy's Neighborhood - Tree - Tire Swing Rope #3 - Coin,Coinsanity,0x0C7888,Tree,Double Jump and Ledge Grab and Pole Climb,,,,
Andy's Neighborhood,Andy's Neighborhood - Tree - Above Hamm - Coin,Coinsanity,0x0C7898,Tree,Double Jump and Ledge Grab and Pole Climb,,,,
Andy's Neighborhood,Andy's Neighborhood - Tree - Branches before Low Seesaw #1 - Coin,Coinsanity,0x0C78A8,Tree,Double Jump and Ledge Grab and Pole Climb,,,,
Andy's Neighborhood,Andy's Neighborhood - Tree - Branches before Low Seesaw #2 - Coin,Coinsanity,0x0C78B8,Tree,Double Jump and Ledge Grab and Pole Climb,,,,
Andy's Neighborhood,Andy's Neighborhood - Tree - Branches before Low Seesaw #3 - Coin,Coinsanity,0x0C78C8,Tree,Double Jump and Ledge Grab and Pole Climb,,,,
Andy's Neighborhood,Andy's Neighborhood - Tree - Jump from Low Seesaw - Coin,Coinsanity,0x0C78D8,Tree,Double Jump and Ledge Grab and Pole Climb,,,,
Andy's Neighborhood,Andy's Neighborhood - Tree - Branches after Low Seesaw #1 - Coin,Coinsanity,0x0C78E8,Tree,Double Jump and Ledge Grab and Pole Climb,,,,
Andy's Neighborhood,Andy's Neighborhood - Tree - Branches after Low Seesaw #2 - Coin,Coinsanity,0x0C7908,Tree,Double Jump and Ledge Grab and Pole Climb,,,,
Andy's Neighborhood,Andy's Neighborhood - Tree - Shortcut Rope - Coin,Coinsanity,0x0C78F8,Tree,Double Jump and Ledge Grab and Pole Climb,,,,
Andy's Neighborhood,Andy's Neighborhood - Tree - Bouncing Zurg Robot #1 - Coin,Coinsanity,0x0C3CC2,Tree,Double Jump and Ledge Grab and Pole Climb and (Laser or Spin or Stomp),,,,
Andy's Neighborhood,Andy's Neighborhood - Tree - Propeller Zurg Robot #1 - Coin,Coinsanity,0x0C3D5A,Tree,Double Jump and Ledge Grab and Pole Climb and (Laser or Spin),,,,
Andy's Neighborhood,Andy's Neighborhood - Tree - Branches after Low Pole Vault #1 - Coin,Coinsanity,0x0C7938,Tree,Double Jump and Pole Climb and Ledge Grab,,,,
Andy's Neighborhood,Andy's Neighborhood - Tree - Branches after Low Pole Vault #2 - Coin,Coinsanity,0x0C7948,Tree,Double Jump and Pole Climb and Ledge Grab,,,,
Andy's Neighborhood,Andy's Neighborhood - Tree - Jump from High Seesaw - Coin,Coinsanity,0x0C7928,Tree,Double Jump and Pole Climb and Ledge Grab,,,,
Andy's Neighborhood,Andy's Neighborhood - Tree - Branches after High Pole Vault #1 - Coin,Coinsanity,0x0C7918,Tree,Double Jump and Ledge Grab and Pole Climb and Pole Vault,,Double Jump and Ledge Grab and Pole Climb,,
Andy's Neighborhood,Andy's Neighborhood - Tree - Propeller Zurg Robot #2 - Coin,Coinsanity,0x0C3E54,Tree,Double Jump and Ledge Grab and Pole Climb and Pole Vault and (Laser or Spin),,Double Jump and Ledge Grab and Pole Climb and (Laser or Spin),,
Andy's Neighborhood,Andy's Neighborhood - Tree - Branches after High Pole Vault #2 - Coin,Coinsanity,0x0C7958,Tree,Double Jump and Ledge Grab and Pole Climb and Pole Vault,,Double Jump and Ledge Grab and Pole Climb,,
Andy's Neighborhood,Andy's Neighborhood - Tree - Branches after High Pole Vault #3 - Coin,Coinsanity,0x0C7968,Tree,Double Jump and Ledge Grab and Pole Climb and Pole Vault,,Double Jump and Ledge Grab and Pole Climb,,
Andy's Neighborhood,Andy's Neighborhood - Tree - Boss Arena - Coin,Coinsanity,0x0C7978,Tree,Double Jump and Ledge Grab and Pole Climb and Pole Vault,,Double Jump and Ledge Grab and Pole Climb,,
Andy's Neighborhood,Hamm's 50 Coins Token - Andy's Neighborhood,Base AP,,,Double Jump and Ledge Grab and Pole Climb,,,,50 Coins
Andy's Neighborhood,Missing Toys Token - Andy's Neighborhood,Base AP,,,,,,,5 Missing Toys
Andy's Neighborhood,Race Token - Andy's Neighborhood,Base AP,,,Rocket Boots,,(always),,
Andy's Neighborhood,Hidden Token - Andy's Neighborhood,Base AP,,,Stomp and Double Jump,Stomp and Ledge Grab,Double Jump and Pole Climb and Ledge Grab,Rocket Boots and Double Jump,
Andy's Neighborhood,Boss Token - Andy's Neighborhood,Base AP,,,Double Jump and Ledge Grab and Pole Climb and Pole Vault and Laser,,Double Jump and Ledge Grab and Pole Climb and Laser,,
Andy's Neighborhood,Soldier (Molehill) - Andy's Neighborhood,Base AP,,,Stomp,,,,
Andy's Neighborhood,Soldier (Clothes Line) - Andy's Neighborhood,Base AP,,,Stomp and Ledge Grab and Push and Rope Sliding,Double Jump and Ledge Grab and Rope Sliding,Double Jump and Rope Sliding,,
Andy's Neighborhood,Soldier (Swing) - Andy's Neighborhood,Base AP,,,Double Jump and Ledge Grab,,,,
Andy's Neighborhood,Soldier (Pool Plant) - Andy's Neighborhood,Base AP,,,Double Jump and Pole Climb and Pole Vault,,Double Jump and Pole Climb and Ledge Grab,,
Andy's Neighborhood,Soldier (Tree) - Andy's Neighborhood,Base AP,,,Double Jump and Ledge Grab and Pole Climb,,,,
Andy's Neighborhood,Life (Top of Swing) - Andy's Neighborhood,Lifesanity,,,Double Jump and Ledge Grab,,,,
Andy's Neighborhood,Green Laser - Andy's Neighborhood,Green Laser Sanity,,,,,,,
Andy's Neighborhood,Battery (Lawnmower Yard) - Andy's Neighborhood,Batterysanity,,,,,,,
Andy's Neighborhood,Battery (Washing Machine) - Andy's Neighborhood,Batterysanity,,,Stomp and (Ledge Grab or Double Jump),Double Jump and Ledge Grab,,,
Andy's Neighborhood,Battery (Pool Yard) - Andy's Neighborhood,Batterysanity,,,Double Jump and Pole Climb,,,,
Andy's Neighborhood,Battery (Swing) - Andy's Neighborhood,Batterysanity,,,Double Jump and Ledge Grab,,,,
Andy's Neighborhood,Battery (Top of Tree) - Andy's Neighborhood,Batterysanity,,,Double Jump and Ledge Grab and Pole Climb and Pole Vault,,Double Jump and Ledge Grab and Pole Climb,,
Andy's Neighborhood,Talk to Rex - Andy's Neighborhood,Rexsanity,,,,,,,
Andy's Neighborhood,Andy's Neighborhood - Hint Block (Lawnmower Yard),Hint Block Sanity,,,,,,,
Construction Yard,Construction Yard - SW Area - Floor Near Hamm #1 - Coin,Coinsanity,0x0C75E8,Ground Floor,,,,,
Construction Yard,Construction Yard - SW Area - Floor Near Hamm #2 - Coin,Coinsanity,0x0C74D8,Ground Floor,,,,,
Construction Yard,Construction Yard - SW Area - Fence Corner - Coin,Coinsanity,0x0C7788,Ground Floor,,,,,
Construction Yard,Construction Yard - Construction Base - SW Corner - Coin,Coinsanity,0x0C74E8,Ground Floor,,,,,
Construction Yard,Construction Yard - Construction Base - NW Corner - Coin,Coinsanity,0x0C7768,Ground Floor,,,,,
Construction Yard,Construction Yard - Construction Base - North Side - Coin,Coinsanity,0x0C7578,Ground Floor,,,,,
Construction Yard,Construction Yard - Construction Base - Far from NE - Coin,Coinsanity,0x0C7588,Ground Floor,,,,,
Construction Yard,Construction Yard - Bulldozer - Front Left Tire - Coin,Coinsanity,0x0C7718,Ground Floor,,,,,
Construction Yard,Construction Yard - Bulldozer - Floor to the Right - Coin,Coinsanity,0x0C76E8,Ground Floor,,,,,
Construction Yard,Construction Yard - Bulldozer - Underneath #1 - Coin,Coinsanity,0x0C76F8,Ground Floor,,,,,
Construction Yard,Construction Yard - Bulldozer - Underneath #2 - Coin,Coinsanity,0x0C7708,Ground Floor,,,,,
Construction Yard,Construction Yard - Outside Office - Bottom of Ramp - Coin,Coinsanity,0x0C74C8,Ground Floor,,,,,
Construction Yard,Construction Yard - Outside Office - Under Ramp - Coin,Coinsanity,0x0C76D8,Ground Floor,,,,,
Construction Yard,Construction Yard - Outside Office - SW Corner - Coin,Coinsanity,0x0C77A8,Ground Floor,,,,,
Construction Yard,Construction Yard - Outside Office - SE Corner - Coin,Coinsanity,0x0C77B8,Ground Floor,,,,,
Construction Yard,Construction Yard - Outside Office - NE Corner - Coin,Coinsanity,0x0C7498,Ground Floor,,,,,
Construction Yard,Construction Yard - Outside Office - North Side - Coin,Coinsanity,0x0C7488,Ground Floor,,,,,
Construction Yard,Construction Yard - Outside Office - Toolbox - Coin,Coinsanity,0x0C7648,Ground Floor,,,,,
Construction Yard,Construction Yard - Outside Office - Middle of Ramp - Coin,Coinsanity,0x0C74B8,Ground Floor,,,,,
Construction Yard,Construction Yard - Outside Office - Top of Ramp - Coin,Coinsanity,0x0C7778,Ground Floor,,,,,
Construction Yard,Construction Yard - NE Area - Between Puddle & Bulldozer - Coin,Coinsanity,0x0C7478,Ground Floor,,,,,
Construction Yard,Construction Yard - NE Area - Between Sand & Fence - Coin,Coinsanity,0x0C75F8,Ground Floor,,,,,
Construction Yard,Construction Yard - NE Area - North of Puddle - Coin,Coinsanity,0x0C75A8,Ground Floor,,,,,
Construction Yard,Construction Yard - Inside Office - Floor #1 - Coin,Coinsanity,0x0C76C8,Office,,,,,
Construction Yard,Construction Yard - Inside Office - Floor #2 - Coin,Coinsanity,0x0C7678,Office,,,,,
Construction Yard,Construction Yard - Inside Office - Floor #3 - Coin,Coinsanity,0x0C7668,Office,,,,,
Construction Yard,Construction Yard - Inside Office - Floor #4 - Coin,Coinsanity,0x0C76B8,Office,,,,,
Construction Yard,Construction Yard - Inside Office - Bucket of Poison - Coin,Coinsanity,0x0C7688,Office,,,,,
Construction Yard,Construction Yard - Ground Floor - Floating Zurg Robot #1 - Coin,Coinsanity,0x0C32AA,Ground Floor,Laser or Spin or Disc Launcher,,,,
Construction Yard,Construction Yard - SW Area - Air Near Construction - Coin,Coinsanity,0x0C7798,Ground Floor,,,,,
Construction Yard,Construction Yard - Ground Floor - Floating Zurg Robot #2 - Coin,Coinsanity,0x0C3342,Ground Floor,Laser or Spin or Disc Launcher,,,,
Construction Yard,Construction Yard - SW Area - Pallet - Coin,Coinsanity,0x0C7658,Ground Floor,,,,,
Construction Yard,Construction Yard - Ground Floor - Zurg Car #1 - Coin,Coinsanity,0x0C3F22,Ground Floor,Laser or Spin or Stomp or Disc Launcher,,,,
Construction Yard,Construction Yard - Ground Floor - Zurg Car #2 - Coin,Coinsanity,0x0C2F1A,Ground Floor,Laser or Spin or Stomp or Disc Launcher,,,,
Construction Yard,Construction Yard - Ground Floor - Bouncing Zurg Robot #1 - Coin,Coinsanity,0x0C35A2,Ground Floor,Laser or Spin or Stomp or Disc Launcher,,,,
Construction Yard,Construction Yard - Ground Floor - Bouncing Zurg Robot #2 - Coin,Coinsanity,0x0C3CC2,Ground Floor,Laser or Spin or Stomp or Disc Launcher,,,,
Construction Yard,Construction Yard - Ground Floor - Bouncing Zurg Robot #3 - Coin,Coinsanity,0x0C350A,Ground Floor,Laser or Spin or Stomp or Disc Launcher,,,,
Construction Yard,Construction Yard - Ground Floor - Bouncing Zurg Robot #4 - Coin,Coinsanity,0x0C3472,Ground Floor,Laser or Spin or Stomp or Disc Launcher,,,,
Construction Yard,Construction Yard - Ground Floor - Bouncing Zurg Robot #5 - Coin,Coinsanity,0x0C376A,Ground Floor,Laser or Spin or Stomp or Disc Launcher,,,,
Construction Yard,Construction Yard - Ground Floor - Bouncing Zurg Robot #6 - Coin,Coinsanity,0x0C33DA,Ground Floor,Laser or Spin or Stomp or Disc Launcher,,,,
Construction Yard,Construction Yard - Inside Office - Bouncing Zurg Robot #1 - Coin,Coinsanity,0x0C363A,Office,Laser or Spin or Stomp or Disc Launcher,,,,
Construction Yard,Construction Yard - Inside Office - Desk - Coin,Coinsanity,0x0C7698,Office,Double Jump and Ledge Grab,,,,
Construction Yard,Construction Yard - Inside Office - Bouncing Zurg Robot #2 - Coin,Coinsanity,0x0C36D2,Office,Double Jump and Ledge Grab and (Laser or Spin or Stomp or Disc Launcher),,,,
Construction Yard,Construction Yard - Inside Office - Paint Table - Coin,Coinsanity,0x0C76A8,Office,Double Jump and Ledge Grab and Pole Climb,Double Jump and Ledge Grab,,,
Construction Yard,Construction Yard - SW Area - Above Cinderblock - Coin,Coinsanity,0x0C7608,Ground Floor,Double Jump,,,,
Construction Yard,Construction Yard - Bulldozer - 1st Step - Coin,Coinsanity,0x0C7618,Bulldozer,Double Jump,,,,
Construction Yard,Construction Yard - Bulldozer - 2nd Step - Coin,Coinsanity,0x0C7628,Bulldozer,Double Jump,,,,
Construction Yard,Construction Yard - Bulldozer - 3rd Step - Coin,Coinsanity,0x0C7638,Bulldozer,Double Jump,,,,
Construction Yard,Construction Yard - Cement Pool - Floating Zurg Robot #1 - Coin,Coinsanity,0x0C4052,Cement Pool,Ledge Grab and (Double Jump and (Laser or Disc Launcher)),Laser or Disc Launcher,,,
Construction Yard,Construction Yard - Cement Pool - Floating Zurg Robot #2 - Coin,Coinsanity,0x0C3FBA,Cement Pool,Ledge Grab and (Double Jump and (Laser or Disc Launcher)),Laser or Disc Launcher,,,
Construction Yard,Construction Yard - Bulldozer - Lift Right Side - Coin,Coinsanity,0x0C7598,Bulldozer,Stomp and Double Jump and Ledge Grab,Double Jump,,,
Construction Yard,Construction Yard - Floor 1 - NE - Coin,Coinsanity,0x0C7568,Floor 1,Stomp and Double Jump and Ledge Grab,Double Jump,,,
Construction Yard,Construction Yard - Floor 1 - SE - Coin,Coinsanity,0x0C7558,Floor 1,Stomp and Double Jump and Ledge Grab,Double Jump,,,
Construction Yard,Construction Yard - Floor 1 - Between Crushers - Coin,Coinsanity,0x0C7728,Floor 1,Stomp and Double Jump and Ledge Grab,Double Jump,,,
Construction Yard,Construction Yard - Floor 1 - SW - Coin,Coinsanity,0x0C7738,Floor 1,Stomp and Double Jump and Ledge Grab,Double Jump,,,
Construction Yard,Construction Yard - Floor 1 - NW - Coin,Coinsanity,0x0C7758,Floor 1,Stomp and Double Jump and Ledge Grab,Double Jump,,,
Construction Yard,Construction Yard - Floor 1 - Leap of Faith - Coin,Coinsanity,0x0C7748,Floor 1,Stomp and Double Jump and Ledge Grab,Double Jump,,,
Construction Yard,Construction Yard - Floor 2 - Floating Zurg Robot - Coin,Coinsanity,0x0C2FB2,Floor 2,Double Jump and Ledge Grab and Stomp and (Laser or Spin or Disc Launcher),Double Jump and (Laser or Spin or Disc Launcher),,,
Construction Yard,Construction Yard - Floor 2 - SW - Coin,Coinsanity,0x0C74F8,Floor 2,Stomp and Double Jump and Ledge Grab,Double Jump,,,
Construction Yard,Construction Yard - Floor 2 - West Side - Coin,Coinsanity,0x0C7508,Floor 2,Stomp and Double Jump and Ledge Grab,Double Jump,,,
Construction Yard,Construction Yard - Floor 3 - South Side #1 - Coin,Coinsanity,0x0C75D8,Floor 3,Stomp and Double Jump and Ledge Grab,Double Jump,,,
Construction Yard,Construction Yard - Floor 3 - South Side #2 - Coin,Coinsanity,0x0C75C8,Floor 3,Stomp and Double Jump and Ledge Grab,Double Jump,,,
Construction Yard,Construction Yard - Floor 3 - North Chains - Coin,Coinsanity,0x0C75B8,Floor 3,Stomp and Double Jump and Ledge Grab and Pole Climb,Double Jump,,,
Construction Yard,Construction Yard - Floor 3 - By Ear - Coin,Coinsanity,0x0C7518,Floor 3,Stomp and Double Jump and Ledge Grab and Pole Climb,Double Jump,,,
Construction Yard,Construction Yard - Floor 3 - Floating Zurg Robot #1 - Coin,Coinsanity,0x0C304A,Floor 3,Double Jump and Ledge Grab and Pole Climb and Stomp and (Laser or Spin or Disc Launcher),Double Jump and (Laser or Spin or Disc Launcher),,,
Construction Yard,Construction Yard - Floor 3 - Floating Zurg Robot #2 - Coin,Coinsanity,0x0C30E2,Floor 3,Double Jump and Ledge Grab and Pole Climb and Stomp and ((Laser and Visor) or Disc Launcher),Double Jump and ((Laser and Visor) or Disc Launcher),,,
Construction Yard,Construction Yard - Floor 3 - Floating Zurg Robot #3 - Coin,Coinsanity,0x0C317A,Floor 3,Double Jump and Ledge Grab and Pole Climb and Stomp and ((Laser and Visor) or Disc Launcher),Double Jump and ((Laser and Visor) or Disc Launcher),,,
Construction Yard,Construction Yard - Floor 3 - NE High Up - Coin,Coinsanity,0x0C7528,Floor 3,Stomp and Double Jump and Ledge Grab and Pole Climb,Double Jump,,,
Construction Yard,Construction Yard - Floor 3 - Center High Up - Coin,Coinsanity,0x0C7538,Floor 3,Stomp and Double Jump and Ledge Grab and Pole Climb,Double Jump,,,
Construction Yard,Construction Yard - Boss Arena - East Side - Coin,Coinsanity,0x0C7548,Floor 4,Stomp and Double Jump and Ledge Grab and Pole Climb,Double Jump,,,
Construction Yard,Construction Yard - Outside Office - On Roof - Coin,Coinsanity,0x0C74A8,Office,Stomp and Double Jump and Ledge Grab and Pole Climb,Double Jump,,,
Construction Yard,Construction Yard - Floor 4 - Jackhammer - Coin,Coinsanity,0x0C3D5A,Floor 4,Double Jump and Ledge Grab and Stomp and Pole Climb and Disc Launcher,Double Jump and Disc Launcher,,,
Construction Yard,Hamm's 50 Coins Token - Construction Yard,Base AP,,,Push and Double Jump and Ledge Grab,Double Jump,,,50 Coins
Construction Yard,Missing Toys Token - Construction Yard,Base AP,,,Double Jump,,,,5 Missing Toys
Construction Yard,Race Token - Construction Yard,Base AP,,,Double Jump and Ledge Grab,(always),,,
Construction Yard,Hidden Token - Construction Yard,Base AP,,,Double Jump and Ledge Grab and Pole Climb and Stomp and Push,Stomp and Double Jump and Ledge Grab and Push,,,
Construction Yard,Boss Token - Construction Yard,Base AP,,,Double Jump and Ledge Grab and Stomp and Pole Climb and Disc Launcher,Double Jump and Disc Launcher,,,
Construction Yard,Worker Tike (Wheelbarrow) - Construction Yard,Base AP,,,Double Jump and Push and Ledge Grab,Double Jump,,,
Construction Yard,Worker Tike (Filing Cabinets) - Construction Yard,Base AP,,,Double Jump and Ledge Grab and Pole Climb,Double Jump and Ledge Grab,,,
Construction Yard,Worker Tike (Bulldozer) - Construction Yard,Base AP,,,Double Jump and Ledge Grab,Double Jump,,,
Construction Yard,Worker Tike (Construction Floor 1) - Construction Yard,Base AP,,,Stomp and Double Jump and Ledge Grab,Double Jump,,,
Construction Yard,Worker Tike (Boss Arena) - Construction Yard,Base AP,,,Double Jump and Ledge Grab and Stomp and Pole Climb,Double Jump,,,
Construction Yard,Missing Eye,Base AP,,,Stomp and Double Jump and Ledge Grab and Pole Climb,Double Jump,,,
Construction Yard,Give Potato Head His Eye,Base AP,,,,,,,Missing Eye
Construction Yard,Life (Top of Bulldozer) - Construction Yard,Lifesanity,,,Double Jump and Ledge Grab and Stomp and Pole Climb,Double Jump,,,
Construction Yard,Life (Roof of Green Building) - Construction Yard,Lifesanity,,,Double Jump and Ledge Grab and Stomp and Pole Climb,Double Jump,,,
Construction Yard,Green Laser - Construction Yard,Green Laser Sanity,,,,,,,
Construction Yard,Battery (Bulldozer) - Construction Yard,Batterysanity,,,Double Jump and Ledge Grab,Double Jump,,,
Construction Yard,Battery (Boss Arena Front Left) - Construction Yard,Batterysanity,,,Double Jump and Ledge Grab and Stomp and Pole Climb,Double Jump,,,
Construction Yard,Battery (Boss Arena Back Left) - Construction Yard,Batterysanity,,,Double Jump and Ledge Grab and Stomp and Pole Climb,Double Jump,,,
Construction Yard,Battery (Boss Arena Back Right) - Construction Yard,Batterysanity,,,Double Jump and Ledge Grab and Stomp and Pole Climb,Double Jump,,,
Construction Yard,Talk to Rex - Construction Yard,Rexsanity,,,,,,,
Construction Yard,Construction Yard - Hint Block (Paint Can Room),Hint Block Sanity,,,Double Jump and Ledge Grab and Pole Climb,Double Jump and Ledge Grab,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Stream #1 (Pipe Near Rex) - Coin,Coinsanity,0x0C78C8,Central Hub,,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Stream #2 - Coin,Coinsanity,0x0C78B8,Central Hub,,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Stream #3 - Coin,Coinsanity,0x0C78A8,Central Hub,,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Stream #4 - Coin,Coinsanity,0x0C7898,Central Hub,,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Stream #5 - Coin,Coinsanity,0x0C7888,Central Hub,,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Stream #6 - Coin,Coinsanity,0x0C7878,Central Hub,,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Stream #7 - Coin,Coinsanity,0x0C7868,Central Hub,,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Stream #8 - Coin,Coinsanity,0x0C7858,Central Hub,,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Stream #9 - Coin,Coinsanity,0x0C7848,Central Hub,,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Stream #10 - Coin,Coinsanity,0x0C7838,Central Hub,,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Stream #11 - Coin,Coinsanity,0x0C7828,Central Hub,,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Stream #12 - Coin,Coinsanity,0x0C7808,Central Hub,,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Stream #13 - Coin,Coinsanity,0x0C77F8,Central Hub,,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Stream #14 - Coin,Coinsanity,0x0C77E8,Central Hub,,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Stream #15 (Pipe Near Market) - Coin,Coinsanity,0x0C77D8,Central Hub,,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Stream #16 (Side Pipe) - Coin,Coinsanity,0x0C7818,Central Hub,,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Small Box - Coin,Coinsanity,0x0C78F8,Central Hub,,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Plane #1 - Coin,Coinsanity,0x0C3472,Central Hub,,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Plane #2 - Coin,Coinsanity,0x0C350A,Central Hub,,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Plane #3 - Coin,Coinsanity,0x0C2FB2,Central Hub,,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Plane #4 - Coin,Coinsanity,0x0C304A,Central Hub,,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Bouncing Zurg Robot #1 - Coin,Coinsanity,0x0C36D2,Central Hub,Laser or Spin or Stomp or Disc Launcher,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Bouncing Zurg Robot #2 - Coin,Coinsanity,0x0C376A,Central Hub,Laser or Spin or Stomp or Disc Launcher,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Bouncing Zurg Robot #3 - Coin,Coinsanity,0x0C35A2,Central Hub,Laser or Spin or Stomp or Disc Launcher,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Bouncing Zurg Robot #4 - Coin,Coinsanity,0x0C363A,Central Hub,Laser or Spin or Stomp or Disc Launcher,,,,
Alleys and Gullies,Alleys and Gullies - Central Hub - Zurg Boat #1 - Coin,Coinsanity,0x0C2FAF,Central Hub,Laser or Spin or Stomp or Disc Launcher,,,,
